Fecha,Texto
2023-08-24 18:59:39,"📸 Presentamos ""jocarsa|EXIFrenamer"": Simplificando la Organización de Fotos 📂✨

¿Te sientes abrumado por un mar de fotos sin nombre? ¡Di adiós al caos con ""jocarsa|EXIFrenamer""! 🌟 Este software de vanguardia te permite renombrar sin esfuerzo enormes lotes de fotos según su información EXIF. 📆🖼️

¿Cansado de descifrar nombres de archivo crípticos? Con ""jocarsa|EXIFrenamer,"" puedes despedirte de la confusión. 🚫🧩 El software reemplaza ingeniosamente esas cadenas enigmáticas con fechas significativas, capturando el momento exacto en que se tomó cada foto. 📅🕰️ ¡Organizar y archivar tus recuerdos visuales nunca ha sido tan sencillo!

🔹 Organización Ultrarrápida: Di adiós a horas de renombrado manual. ""jocarsa|EXIFrenamer"" recorre tus fotos, aplicando nombres precisos basados en fechas más rápido de lo que puedes decir ""¡Patata!"" 📸✨

🔹 Contexto Cristalino: Cada foto renombrada se convierte en un instante en el tiempo. Di adiós a las conjeturas y revive recuerdos con una mirada. 📸🔍

🔹 Eficiencia Sin Esfuerzo: Ya seas fotógrafo profesional o un entusiasta ávido, este software transforma la tarea desalentadora de gestionar colecciones grandes de fotos en algo sencillo. 🌬️💨

No dejes que tu biblioteca de fotos se convierta en una jungla digital. Aprovecha el orden y la simplicidad que ""jocarsa|EXIFrenamer"" aporta a tu universo visual. 🌐📁

#OrganizaciónDeFotos #ArchivadoSencillo #MagiaDelRenombradoEXIF #jocarsaEXIFrenamer

https://jocarsa.com"
2023-08-22 21:46:36,"🌐 ¡Domina el mundo del desarrollo web con nuestro curso en línea! 🖥️🌈

¿Alguna vez has querido crear tus propias páginas web dinámicas y funcionales? ¡Este es el momento perfecto para sumergirte en el emocionante mundo del desarrollo web! 💻✨

Presentamos nuestro completo curso en línea de Desarrollo Web con HTML, CSS, JavaScript, PHP, MySQL y MongoDB. 📚🔥 A partir de septiembre, te ofrecemos la oportunidad de aprender desde la comodidad de tu hogar, en tu propio horario y ritmo.

Lo que hace que nuestro curso sea especial:
📹 Clases Grabadas: No te preocupes si no puedes asistir en vivo. Todas las clases serán grabadas y estarán disponibles para que las veas en cualquier momento. ¡Aprende a tu propio ritmo!

💻 Código de Ejercicios: Queremos que practiques y te sumerjas en la programación. Por eso, pondremos a tu disposición el código de los ejercicios para que puedas analizarlos y experimentar por tu cuenta.

📜 Documentación Completa: Al final de cada clase, recibirás una documentación en PDF que incluye todos los ejercicios desarrollados durante la sesión. Así podrás repasar los conceptos y practicar con confianza.

🌐 Tecnologías Modernas: Desde HTML y CSS para la estructura y el diseño, hasta JavaScript para la interactividad, PHP y MySQL para la programación del lado del servidor, y MongoDB para bases de datos NoSQL. ¡Aprenderás las herramientas esenciales para destacar en el mundo del desarrollo web!

¿Estás listo para dar el salto en tu carrera como desarrollador web? ¡Inscríbete en nuestro curso y adquiere las habilidades que están en alta demanda en la industria! 🚀👨‍💻

¡No pierdas la oportunidad de aprender de manera flexible y cómoda! ¡Reserva tu lugar ahora y prepárate para una emocionante jornada de aprendizaje en septiembre!

#CursoDesarrolloWeb #HTML #CSS #JavaScript #PHP #MySQL #MongoDB #AprendizajeEnLínea #DesarrolloWebOnline

Más información en:
https://jocarsa.com/2023/08/22/curso-de-desarrollo-web/"
2023-08-22 20:15:26,"🧵 Presentamos el nuevo software en la nube: jocarsa | bordados. Este programa permite generar patrones de bordado de punto de cruz a partir de imágenes seleccionadas por el usuario. Una característica destacada es la capacidad de personalizar los parámetros del patrón resultante, como el número de celdas, la cantidad de colores y el tipo de patrón.

Con jocarsa | bordados, los usuarios pueden transformar sus imágenes en patrones de bordado con relativa facilidad. La opción de ajustar el número de celdas permite adaptar el nivel de detalle en el patrón final, mientras que la selección de colores y estilos brinda flexibilidad en la creación. La interfaz del software es intuitiva y accesible en línea desde cualquier dispositivo.

Esta herramienta puede ser útil tanto para entusiastas del bordado como para aquellos interesados en dar un toque artístico a sus imágenes. El enfoque en la generación automática de patrones simplifica el proceso y ofrece una solución conveniente para quienes buscan explorar el mundo del bordado de punto de cruz.

Descubre cómo jocarsa | bordados puede ayudarte a dar vida a tus imágenes de manera única y creativa. Personaliza tus patrones y experimenta con diferentes estilos para lograr diseños a medida. La creación de patrones de bordado nunca ha sido tan accesible

https://jocarsa.com

 #SoftwareenNube #BordadodePuntoDeCruz #PersonalizacióndePatrones"
2023-08-21 16:33:00,"jocarsa | margaretta

🔍 ¡Dile adiós al misterio del espacio en tu servidor web con este software increíble! 📊🌼

¿Te preguntas en qué rincones de tu servidor se esconde ese espacio vital? ¡Aquí llega la solución! Este software escanea tus directorios web y muestra todo en un gráfico de margarita 🌼.

💡 Destacados:

Claro y Visual: Con este software, entenderás en un abrir y cerrar de ojos qué carpeta está acaparando todo el espacio.
Estructura Detallada: Explora la jerarquía de carpetas y subcarpetas, sin complicaciones.
Distribución Clara: El gráfico de margarita revela el tamaño relativo de cada rincón de tu servidor. ¡Sin más conjeturas!
Decisiones Acertadas: Libera espacio de manera inteligente, basándote en datos concretos.
🌐 ¡Optimiza tu servidor y descubre los secretos del almacenamiento con este software único! 📂🌼

#OptimizaciónWeb #DatosPrecisos #SoftwareDeEscaneo #GráficoDeMargarita

https://jocarsa.com"
2023-08-19 18:01:52,"Transforma tus imágenes en obras maestras claras y nítidas con nuestro innovador software de eliminación de ruido. 📸🌟 Olvídate de las imágenes borrosas y pixeladas, ¡nuestra herramienta en línea está aquí para hacer magia! ✨🔥

🔊 Di adiós al ruido no deseado: Nuestro software avanzado hace que el ruido en tus fotos sea cosa del pasado. Con unos pocos clics, podrás dar vida a tus recuerdos sin importar las condiciones en las que se capturaron. 📷🚀

🌐 Acceso en línea fácil: Sin descargas ni instalaciones. Nuestra plataforma en línea te permite disfrutar de una experiencia de eliminación de ruido sin complicaciones. ¡Solo sube tu imagen y mira cómo la magia se despliega ante tus ojos! 🌈💻

🎨 Personalización a tu medida: Reconocemos que cada imagen es única. Por eso, nuestro software te brinda el control total sobre el proceso. Ajusta los parámetros según tus preferencias y necesidades para obtener resultados perfectos en cada ocasión. 🎯✨

¡Eleva tus imágenes al siguiente nivel con nuestro software de eliminación de ruido en línea! 📊💎 ¡Obtén la claridad que merecen tus fotos y deslumbra a todos con la calidad visual que ofrecemos! 💬📢 #EliminaciónDeRuido #ImágenesNítidas #CalidadVisual - https://jocarsa.com"
2023-08-09 17:31:57,"En nuestra constante búsqueda de innovación para mejorar la productividad y la organización, presentamos con entusiasmo nuestro último logro: el software de notas adhesivas de escritorio altamente personalizable.

🎨 Personalización sin Límites:
Nuestro software brinda a nuestros valiosos usuarios la capacidad de diseñar sus notas adhesivas de acuerdo a sus preferencias únicas. Desde colores hasta tipografías, cada detalle puede ser adaptado para reflejar el estilo y la identidad de cada individuo.

✅ Versatilidad en Formatos:
Entendemos que la organización va más allá del simple texto. Con esta herramienta, se pueden crear notas en diversos formatos, como listas de tareas, imágenes y enlaces. Esto permite una organización más completa y efectiva de ideas y tareas.

⏰ Recordatorios y Alarmas a Medida:
La gestión del tiempo es esencial en el mundo actual. Nuestro software permite establecer recordatorios y alarmas personalizadas para cada nota adhesiva, garantizando que ningún plazo importante o tarea quede en el olvido.

🔗 Conectividad y Colaboración:
La sincronización en la nube permite el acceso desde cualquier dispositivo, otorgando una experiencia verdaderamente fluida. Además, la función de compartir y colaborar facilita la comunicación y el trabajo en equipo en torno a proyectos compartidos.

💡 Innovación Continua:
Como empresa, creemos en la mejora constante. Estamos comprometidos en seguir desarrollando y perfeccionando nuestro software en base a las necesidades y comentarios de nuestros usuarios, garantizando una experiencia de usuario excepcional.

En resumen, nuestro software de notas adhesivas personalizadas es la respuesta a la búsqueda de una solución de organización inteligente y versátil. Desde la adaptación visual hasta la colaboración eficiente, cada característica está diseñada para maximizar la productividad y la eficacia en el trabajo y la vida cotidiana. Descubre un nuevo nivel de organización con nosotros. 💼📈 #OrganizaciónPersonalizada #InnovaciónProductiva #SoftwareNotaAdhesiva - https://jocarsa.com/producto.php?idproducto=jocarsa%20|%20notas"
2023-08-08 11:16:42,"🚀 Descubre la revolución en organización y creatividad con jocarsa | mindmap 🧠✨

Si estás buscando una forma de llevar tus ideas al siguiente nivel, ¡has encontrado la solución perfecta! 💡 jocarsa | mindmap es el software de mapas mentales en la nube que te permite crear, personalizar y compartir tus conceptos de manera única y adaptada a tus necesidades.

🌐 Colaboración sin fronteras: Con jocarsa | mindmap, tus ideas no tienen límites geográficos. Colabora en tiempo real con colegas, amigos o compañeros de clase, sin importar dónde te encuentres. ¡La creatividad fluye sin obstáculos!

🎨 Diseña a tu manera: ¡Tú eres el diseñador de tu mente! Personaliza tus mapas mentales con diseños, colores y fuentes que reflejen tu estilo único. Desde esquemas elegantes hasta llamativos, jocarsa | mindmap se adapta a ti. - https://jocarsa.com/producto.php?idproducto=jocarsa%20|%20mindmap

🔗 Conexiones inteligentes: Conecta tus ideas de manera intuitiva y da vida a tus proyectos con relaciones claras. La integración con herramientas de gestión de tareas facilita convertir tus pensamientos en acción.

🌈 Creatividad liberada: Si eres un emprendedor, estudiante o creador, MindMapCloud Pro es tu lienzo digital. Dale vida a tus ideas y observa cómo evolucionan en planes concretos.

🔒 Seguridad de primer nivel: Tus pensamientos son valiosos y merecen protección. Con la encriptación robusta de MindMapCloud Pro, tus datos están seguros y resguardados.

¡Únete a la evolución de la generación de ideas con MindMapCloud Pro! 💻📈 Transforma tus pensamientos en planes de acción y haz que la colaboración fluya como nunca. ¡Pruébalo hoy y descubre un mundo de posibilidades! ✨🗺️ #MindMapCloudPro #CreatividadSinLímites"
2023-08-08 10:34:26,"jocarsa | kanban - 🚀 ¡Potencia tu productividad con nuestro Software de Tarjetas Kanban en la Nube! 📊 Personalizable y adaptable a las necesidades únicas de tu equipo, este software revolucionará la forma en que gestionas proyectos. 🏆 Diseña tu propio flujo de trabajo, colabora en tiempo real y obtén insights con análisis avanzados. ¡Simplifica la gestión de proyectos como nunca antes! 💼💡 #GestiónDeProyectos #Productividad #KanbanEnLaNube - https://jocarsa.com/producto.php?idproducto=jocarsa%20|%20kanban"
2023-07-31 22:00:08,Finalizando el curso de 3dsmax y Vray en @ensenyem
2023-07-28 17:24:55,Hoy en clase de renders fotorrealistas con 3dsmax y Vray en Ensenyem hemos hecho... Ensenyem
2023-07-21 17:17:13,"En clase de 3dsmax y Vray, representaciones de interiores y automoción, en @ensenyem"
2023-07-20 17:27:51,Ejercicios de hoy en el curso de 3dsmax y Vray en @ensenyem
2023-07-19 18:06:42,"El mes pasado se celebró, en el Ateneo de Valencia, el acto de fin de curso de los alumnos de segundo curso de la modalidad online y semipresencial de @capitolformacionprofesional en la cual se graduaron mis alumnos de los ciclos de Sistemas Microinformáticos y Redes, y Desarrollo de Aplicaciones Multiplataforma - y ahora, a recargar las pilas este verano"
2023-07-19 17:29:59,"Hoy en clase, modelado y render fotorrealista con 3dsmax y Vray en @ensenyem"
2023-07-15 17:37:47,"Durante este curso he tenido el placer de ser parte del claustro del Master en Patrimonio Virtual de la Universidad de Alicante - @patrimonio_virtual , y he tenido el honor de ser invitado y formar parte del Congreso Final de Máster, realizando una ponencia acerca de los fundamentos de la Inteligencia Artificial aplicada al contexto del máster, y participando en la mesa redonda donde se estuvo abordando la aplicación de la IA a disciplinas tales como la arqueología"
2023-07-05 19:00:20,En clase de Python avanzado en @escuelamastermedia reconocimiento de formas con la librería OpenCV
2023-06-20 15:29:12,Discurso de graduación
2023-05-29 19:02:01,"En clase hoy, desarrollando plantillas personalizadas de Wordpress con PHP en @escuelamastermedia"
2023-05-16 12:41:08,"En clase hoy, creando sitios y aplicaciones en el curso de Lenguajes de Programación Web en @escuelamastermedia"
2023-05-14 21:31:37,"Ejercicio de simulación de multitudes con las herramientas de Inteligencia Artificial (Path Finding) dentro de Unreal Engine, dentro de la asignatura que estoy impartiendo (Motores de Juegos) en el Master en Patrimonio Virtual de la Universidad de Alicante"
2023-05-07 07:38:11,Aplicación práctica del ejercicio de visión artificial desarrollado desde cero en la primera sesión del curso de Inteligencia Artificial en @escuelamastermedia para desarrollar un sistema de seguimiento por movimiento
2023-05-02 13:18:31,"En clase hoy, dentro del curso de Inteligencia Artificial en @escuelamastermedia, programación de una aplicación de mejora de resolución en las imágenes mediante algoritmos de Machine Learning y un proceso previo de entrenamiento"
2023-04-23 11:31:50,"Tras unos años con la cejuela rota, mi proyecto de este fin de semana ha sido restaurar mi antigua guitarra acústica - bienvenida de nuevo!"
2023-03-21 21:51:25,"En clase hoy, jugando con la API de ChatGPT para Python y creando una interfaz web para enviar consultas"
2023-03-20 19:29:42,"Desarrollo de un software de visión artificial - percepción de la distancia/profundidad, mediante el uso de un par estereoscópico de streams de video a partir de dos webcams (p.ej. como dos ojos)"
2023-03-13 19:30:19,"En clase hoy, dentro del curso avanzado de Blender en @escuelamastermedia, recreación de la escena de ""Lo-Fi Girl"" en 3D"
2023-03-09 16:02:47,"Hoy en clase de Blender Avanzado en @escuelamastermedia - diseño de robots, en base a una combinación de diseño orgánico con loops, y modelado de tipo hard surface"
2023-03-07 13:09:44,Ya van llegando las primeras copias de la serie de la serie de libros “desarrolla tus propias aplicaciones” - https://jocarsa.com/libros
2023-03-06 20:33:02,"En clase hoy, en el curso de Blender Avanzado en @escuelamastermedia, modelado y representación de productos industriales"
2023-03-06 20:21:59,"En clase hoy, en el curso de Blender Avanzado en @escuelamastermedia, modelado y representación de automóviles."
2023-03-05 16:36:30,"Creación de una aplicación de construcción libre en Realidad Virtual, usando el framework Aframe.io sobre Three.js, para Oculus Quest v2 - y de regalo, pues personajillos NPC pululando por la escena"
2023-03-02 18:14:49,"Variación sobre el ejercicio realizado hoy, sobre modelado facial 3d con loops, en el curso de Blender Avanzado en @escuelamastermedia"
2023-03-02 12:23:20,"En clase hoy en @escuelamastermedia modelado de cabezas humanas mediante loops, dentro del curso de Blender Avanzado"
2023-02-27 19:13:25,"En clase hoy en @escuelamastermedia , diseñando personajes cuquis en el curso de Blender Avanzado."
2023-02-23 12:30:04,Finalización y muestras de ejercicios del módulo 1 de Blender en @escuelamastermedia
2023-02-14 20:45:57,"En clase hoy, seguimos trabajando con HTML, CSS y Javascript, en el curso de Lenguajes de Programación Web, en @escuelamastermedia"
2023-02-13 20:25:08,"Próximamente estaré impartiendo un curso de programación de aplicaciones de inteligencia artificial con Python en Escuela Mastermedia. 

Más info aqui:

https://escuelamastermedia.es/formacion/cursos/diseno-web-programacion/curso-inteligencia-artificial-con-python/"
2023-02-13 19:25:59,"Hoy, en clase de Blender en @escuelamastermedia - creando renders foto realistas con Cycles"
2023-02-09 12:16:13,Hoy en el curso de Blender en @escuelamastermedia ... ¡nos invaden los aliens!
2023-01-28 20:53:51,"Uniendo el código desarrollado en varios proyectos de los últimos meses, he creado un juego de tipo ""defensa planetaria"" con atracción gravitatoria: ""Gravity"". Puedes jugarlo aqui: https://jocarsa.com/proyecto?id=63"
2023-01-15 15:06:38,"Tengo prisa por ir, pero no tengo prisa por llegar"
2023-01-07 17:37:40,"Ya están empezando a llegar las versiones impresas del libro ""Aprende Programación con Python"" - disponible en Amazon: https://www.amazon.es/Aprende-programaci%C3.../dp/B0BQYHNQWH - https://jocarsa.com/libros"
2023-01-05 17:38:05,Este mes de Enero voy a estar impartiendo un curso acerca de Inteligencia Artificial. Link en la BIO.
2022-12-18 15:54:42,Simulación de telas y render con Cycles en Blender 3D - render + animación
2022-12-15 18:25:20,Renders 3D de simulaciones de telas hechos con Blender
2022-12-12 19:00:15,"En clase hoy, quinta sesión del curso de modelado avanzado con Blender en @escuelamastermedia"
2022-12-04 09:38:50,Probando los Magic Avatars de Lensa AI
2022-12-04 00:48:20,Miniproyecto de sábado noche: TinySpaceShuttle en Blender
2022-11-30 18:57:17,"En clase hoy, modelado de automóviles conceptuales con Blender en @escuelamastermedia"
2022-11-30 10:32:29,"En clase ayer por la mañana, desarrollo de aplicaciones Full Stack en @escuelamastermedia"
2022-11-28 18:50:41,"En clase hoy, modelado orgánico basado en loops con Blender, en @escuelamastermedia"
2022-11-22 18:59:02,"En clase hoy, seguimos en el curso de modelado avanzado con Blender en @escuelamastermedia"
2022-11-21 18:56:06,"En clase hoy, primera sesión del curso de modelado avanzado con Blender en @escuelamastermedia"
2022-11-20 17:33:25,"Desarrollo de una aplicación de escritorio multiplataforma en Python para colocar notas flotantes de colores - Primera versión con funcionalidad en local, en próximas versiones implementaré conectividad y sincronización entre equipos en la nube."
2022-11-17 14:10:28,Usando la librería de detección de caras de mediapipe sobre OpenCV en Python
2022-11-16 18:52:09,"En clase hoy en @escuelamastermedia , materiales e iluminación con Blender"
2022-11-15 15:31:49,"Probando las librerías OpenCV y mediapipe sobre Python para análisis postural, para simulador de ergonomía"
2022-11-14 19:00:51,"En clase hoy en @escuelamastermedia, seguimos profundizando en la creación de escenas 3D con Blender"
2022-11-14 11:23:00,Realizando pruebas de reconocimiento de manos con la librería OpenCV en Python
2022-11-09 19:00:33,Tercera sesión del curso de Blender en @escuelamastermedia
2022-11-08 21:03:48,Having a little bit of (VR) fun with Moon Rider on Oculus Quest
2022-11-07 18:58:40,"En clase hoy, segunda sesión del curso de Blender en Escuela Mastermedia @escuelamastermedia"
2022-11-07 07:55:49,Creating new worlds on Meta Horizon Worlds
2022-10-10 22:05:17,A veces programar es divertido... proyecto de clase del ciclo de DAM (programación multimedia) convertido a proyecto de fin de semana
2022-10-07 11:56:02,Ejercicio de esta semana en Programación Multimedia (Segundo curso de DAM) - Homenaje a Asteroids
2022-09-10 21:15:26,God Save The Queen - in the style of Queen (A Night At The Opera - 1975) - arranged by Brian May
2022-07-01 07:13:20,"Este verano, aprende a sacar el máximo partido al metaverso de Facebook con las gafas Oculus Quest en este imprescindible curso online en streaming - https://jocarsa.com/curso-de-realidad-virtual - Link en la BIO"
2022-04-04 14:30:35,"Aplicación para crear mapas mentales en línea, usando únicamente el navegador web - Link en la BIO"
2022-03-16 08:48:47,Probando Google Earth en realidad virtual con las Oculus Quest V2 a través de Air Link
2022-02-24 19:16:14,Probando el modo de seguimiento de manos (sin controladores) en Oculus Quest 2
2022-02-22 19:54:45,Un poco de arte abstracto 3D con Blender Cycles
2022-02-20 12:41:00,"Desarrollo de un sistema de creación libre en un entorno de realidad virtual - primera versión, utilizando cubos como geometría primitiva, en próximas versiones se podrán crear más tipos de objetos - Desarrollado con Aframe.js sobre WebXR"
2022-02-13 21:46:36,
2022-02-02 17:17:25,Probando diferentes configuraciones de entornos por defecto en Oculus Quest V2 en Capitol Empresa
2022-01-30 18:24:12,"Desarrollando contenido formativo y experiencias de realidad virtual inmersiva para Capitol Empresa 

#RealidadVirtual #VR #OculusQuest2"
2022-01-22 19:34:30,Probando Beat Saber en Oculus Quest
2022-01-04 18:26:28,Timelapse de aplicación de pintura automática - parte de una serie de videos sobre computación visual - Video original en mi canal de Youtube: https://www.youtube.com/watch?v=2oS8QOwa_JY
2021-12-06 09:36:35,"Proyecto de fin de semana: Script PHP para analizar el consumo de espacio de un servidor o una aplicación web, y mostrarlo en forma de gráfico de margarita/destello solar."
2021-11-06 22:19:39,"Proyecto de fin de semana, salvapantallas con la ""lluvia de código"" de Matrix. ""¡Ya sé Kung Fu!"""
2021-11-02 15:18:00,"Proyecto de fin de semana, Programacion de un motor 3d completamente desde cero en JavaScript"
2021-08-17 21:57:36,Summer in the city
2021-08-06 14:35:45,The world famous RenderMan Walking Teapot is here… in AR! #RenderMan #WalkingTeapot
2021-06-22 11:37:12,Aprovecha el verano para formarte y ampliar tus horizontes profesionales aprendiendo a crear y desarrollar aplicaciones de big data e inteligencia artificial - Más información y matrícula en: https://jocarsa.com/curso-de-inteligencia-artificial?o=insta - link en bio
2021-06-10 09:29:53,"Dentro de dos semanas comienza el curso de SEM, SEO y Analítica Web que estaré impartiendo en Capitol junto a Raul Peinado. Aprovecha este verano para formarte! - Más información en:  https://capitolempresa.com/masteres-y-cursos-especializados/seo-sem-y-analitica-web/"
2021-02-27 14:12:54,Invierno en el Parque de Cabecera
2021-02-25 12:40:24,Probando la aplicación de mapas mentales en una pantalla táctil gigante (y disfrutándolo mucho) - esta mañana en @capitolformacion
2021-02-11 07:50:17,Crea tus propios mapas mentales online en https://mindmap.es
2021-01-24 18:47:55,"Nueva webapp para crear mapas mentales en la nube, de forma fácil y rápida. Vídeo de demostración en este mismo post. Puedes usarlo directamente aquí: http://mindmap.es/"
2020-09-15 20:19:32,30 años del lanzamiento de Thunderstruck!
2020-08-30 22:42:56,Fotografía de larga exposición en los castillos de fuegos artificiales en #mislata
2020-08-29 19:40:41,Moon
2020-08-27 13:38:09,
2020-08-10 20:49:05,Tormenta nocturna de verano
2020-08-09 12:51:59,Verano
2020-08-05 19:05:32,"En clase hoy, estructurando y estilizando los contenidos de una web con HTML y CSS dentro del curso de desarrollo de aplicaciones web 2.0 que estamos impartiendo este mes de agosto"
2020-08-05 13:32:58,"En el curso de Arduino ayer por la tarde, desarrollo de un sistema para indicar la temperatura del agua mediante tres leds, el sensor de temperatura de un giróscopo, y una placa Arduino Nano. Cada una de las dos tazas contiene agua fría y caliente respectivamente, y los leds van encendiéndose o apagándose en base a la temperatura detectada."
2020-08-02 21:50:44,Juguete visual desarrollado con html5 canvas - puedes probarlo en https://jocarsa.com/canvas
2020-07-26 15:49:49,"Estos días se cumplen 40 años del lanzamiento del álbum Back In Black de AC/DC, así que aquí va un pequeño tributo"
2020-07-11 19:24:52,Wish you were here
2020-06-27 08:56:23,"¡Menos de una semana para que dé comienzo la siguiente edición del curso de Python! - En directo (streaming) - No dejes pasar esta oportunidad de aprender a desarrollar aplicaciones informáticas con este potente lenguaje de programación - En esta edición, con la inscripción al curso, obtén acceso a nuestros cursos online - ¡Aprovecha el verano para formarte!- Más información e inscripción en: https://jocarsa.com/curso-de-python"
2020-06-21 18:04:01,"Curso de programación de aplicaciones multiplataforma, en directo, en streaming. Este verano, aprende a crear tus propias aplicaciones - Más información en https://jocarsa.com/curso-de-python"
2020-06-07 21:51:16,"Desarrollo de un software como solución a medida para la creación de patrones para bordado a partir de una imagen que el usuario puede subir. Una vez subida la imagen, el usuario puede configurar parámetros como la cantidad de celdas, o la cantidad de colores del patrón. Más información en: https://jocarsa.com/stickerei"
2020-06-07 21:19:03,"Aplicación del software que estoy desarrollando de visión tridimensional a partir de un par de fotos estereoscópico, en este caso al reconocimiento facial. Esta prueba de concepto representa la detección de la forma tridimensional de la cara, representado por una escala de grises, a partir de dos fotos con un ligero cambio de perspectiva. Más información en https://jocarsa.com/vision-artificial"
2020-05-29 16:08:11,"Mañana por la mañana, webinar gratuito de Inteligencia Artificial y Big Data en Ensenyem - Más información e inscripción en: https://www.ensenyem.es/webinar"
2020-05-27 10:42:08,"Este verano, fórmate en Big Data e Inteligencia Artificial aplicados al Marketing en los cursos FP Summer Experience de Capitol - https://capitolempresa.com/fp-summer-experience/?o=fbjv"
2020-03-16 07:56:38,"Concienciado por la situación actual y en aislamiento domiciliario para frenar el avance del CoronaVirus, he desarrollado un programa de simulación del contagio de un virus por parte de una población en movimiento - Más información en: https://jocarsa.com/software-de-simulacion-expansion-de-un-virus-como-el-coronavirus"
2020-01-19 19:08:12,"Ejercicio del curso de inteligencia artificial, en la parte correspondiente a visión artificial. El ejercicio consiste en la percepción de la profundidad a partir de un par estereoscopico de imágenes. Implementa un algoritmo iterativo en el que la imagen se va refinando progresivamente, y un orden de resolución en espiral, que simula la visión humana, en la que lo primero que se percibe es lo que está en el centro de la imagen, y más adelante se percibe el contorno exterior. Más información sobre el curso, aquí: https://jocarsa.com/curso-de-inteligencia-artificial"
2020-01-15 23:34:06,Esta semana en el curso de Big Data en @capitolformacion hemos creado una librería de presentación en formato de mapas de calor de forma automática sobre tablas de datos - http://jocarsa.com
2020-01-12 12:14:53,Ya está disponible la próxima edición del curso de robótica con Arduino e impresión 3D - Puedes encontrar más información aqui: https://jocarsa.com/curso-de-robotica-construye-tu-propio-robot-con-arduino-e-impresion-3d
2020-01-11 00:03:43,Ya está matriculable la siguiente edición del curso de Inteligencia Artificial - Más información en https://jocarsa.com/curso-de-inteligencia-artificial
2020-01-02 00:13:30,"Desarrollo de un software de simulación celular en 2D: las células se asocian entre sí formando una serie de organismos pluricelulares que viven, se relacionan con otros organismos, y evolucionan"
2019-12-31 18:11:22,"Feliz año! He rehecho un sketch en 3d que hice originalmente en Blender hace diez años, aunque (spoiler) le he quitado sangre y vísceras y se ha quedado políticamente correcto. Que 2020 sea un año excelente para todos!"
2019-12-24 02:55:30,"Captura del vídeo acerca de inteligencia artificial aplicada al diseño industrial, del curso de Fundamentos del Diseño Industrial, en LinkedIn Learning - puedes encontrar el curso aquí: https://www.linkedin.com/learning/fundamentos-de-diseno-industrial"
2019-12-22 21:10:55,"Ejercicio de reconocimiento de formas del curso de inteligencia artificial - en este ejercicio, el sistema es capaz de detectar formas sencillas, tales como líneas horizontales, verticales y diagonales, para poder, más adelante, saber el tipo de objeto que hay en la imagen - https://jocarsa.com/curso-de-inteligencia-artificial"
2019-12-15 19:41:16,"Ejercicio de Machine Learning dentro del módulo 2 del curso de inteligencia artificial - dados una serie de bots, deben encontrar por sí mismos la forma de no colisionar entre ellos, los que no lo consiguen no sobreviven, y el mejor de su generación pasa genéticamente su información a la siguiente generación para mejorar progresivamente el algoritmo - más informacion en https://jocarsa.com/curso-de-inteligencia-artificial"
2019-12-07 23:12:24,Analítica y Big Data para WhatsApp - https://jocarsa.com/analitica-y-big-data-para-whatsapp
2019-12-04 10:37:11,"Hoy, en el evento GoDigital en la Escuela de Negocios Luis Vives, gracias a @capitolformacion , aprendiendo de nuevas tendencias en el mundo digital"
2019-12-02 14:41:15,Hoy ha empezado la siguiente edición del módulo 1 del curso de inteligencia artificial - https://jocarsa.com/curso-de-inteligencia-artificial - nuevas convocatorias en próximas fechas
2019-11-18 10:34:48,"¿Cual es el mejor lenguaje de programación para inteligencia artificial? - Artículo en el blog - 
https://jocarsa.com/cual-es-el-mejor-lenguaje-de-programacion-para-inteligencia-artificial"
2019-09-14 10:37:44,"En clase hoy, desarrollo de videojuegos con realidad aumentada usando Unreal Engine"
2019-08-27 16:38:13,Tarde de tormenta
2019-08-25 08:35:11,En carretera
2019-08-23 10:16:51,Tonos de verano
2019-08-18 01:12:25,"Here is my submission for #youarethechampions - Piano part for Bohemian Rhapsody, splitted in three videos @officialqueenmusic"
2019-08-05 19:56:25,Verano...
2019-07-28 21:46:32,"He oído que se cumplen 40 años de Highway To Hell, y no he querido dejar pasar la ocasión sin rendir un pequeño tributo 😊"
2019-07-20 19:21:52,De vuelta en casa y aprovechando para cambiar las cuerdas...
2019-07-19 14:23:32,"Último día en #linkedinlearning , y mañana ya de vuelta a Valencia"
2019-07-18 15:50:54,"Finalizando el trabajo en las oficinas de #linkedinlearning en #graz , #austria"
2019-07-16 14:59:43,Segunda semana en #linkedinlearning #austria
2019-07-09 12:21:57,Resultados de los ejercicios de los últimos cursos de diseño de producto con Rhinoceros en @ensenyem
2019-07-07 18:39:43,Graz Flughafen
2019-07-07 16:10:23,Día de aviones
2019-03-20 20:17:09,
2019-03-20 17:16:35,Going Home
2019-03-20 13:42:46,De vuelta
2019-03-19 14:12:50,Ultimando detalles de los proyectos con los que he estado trabajando en LinkedIn Learning estos días.
2019-03-19 10:50:20,"Grabando los trailers de los próximos lanzamientos en las instalaciones de LinkedIn, en la ciudad de Graz, Austria"
2019-02-03 21:01:36,"Domingo tarde, revisitando a dos guitarras un tema que compuse con 16 años."
2019-02-03 20:23:27,"Domingo por la mañana y ensayo semanal parcial de @els_queeners , como bajista sustituto por un día"
2019-02-02 12:57:14,En la tutoría de este mediodía correspondiente al master de arquitectura interactiva en @ua_school hemos estado trabajando con realidad aumentada en #unity3d y #vuforia
